KPF,KPL,PNV,First Sentence in First Paragraph,First sentence in last Paragraph,First sentence in any of other paragraphs,Sentence location in other paragraphs,Sentence location in first and last paragraph,cosine Similarity with title,common keyphrases with title,sentence centrality,sentence length is short/long,sentence length equation,cue phrases,strong words,number scores,sentence begins with weak word,weak word score in other location in sentence,Label
0,0,0,0,0,0,0,0.377964473,0,0,0.4,0,0.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.4,0,0.333333333,0,0,0,0,0,1
0.333333333,0,1,1,1,0,0,0,0.20617382,1,0.2,0,0.76,0,0,0,0,0,1
0.151515152,0,1,0,0,0,0,0.707106781,0.232495277,1,0.2,0,0.2,0,0,0,0,0,0
0.121212121,0,0,0,0,0,0,0.577350269,0,0,0.2,0,1,0,0,0,0,0,0
0.151515152,0,1,0,0,0,0,0.5,0.223877135,1,0.2,0,0.28,0,0,0,0,0,0
0.090909091,1,0,0,0,0,0,0.447213595,0,0,1,0,0.64,0,0,0,0,0,0
0,0,0,0,0,0,0,0.40824829,0,0,0.6,0,0.44,0,0,0,0,0,0
0.181818182,0,0,0,0,0,0,0.377964473,0,0,0.4,0,0.24,0,0,0.25,0,0,0
0.060606061,1,0,0,0,0,0,0.353553391,0,0,0.8,0,0.44,0,0,0,0,0,1
0.060606061,1,0,0,0,0,0,0.333333333,0,0,0.8,0,0.68,0.5,0,0,0,-0.076923077,0
0.363636364,1,0,0,0,0,0,0.316227766,0,0,0.4,1,0,0,0,0.75,0,0,1
0.181818182,1,1,0,0,0,0,0.301511345,0,0,0.4,0,0.4,0,0,0,0,0,1
0.181818182,1,1,0,0,0,0,0.288675135,0,0,1,0,0.68,0,0,0,0,0,1
0.333333333,0,1,0,0,0,0,0.277350098,0.178055456,1,0.2,0,0.44,0,0,0,0,0,0
0.181818182,0,0,0,0,0,0,0.267261242,0,1,0.4,0,0.64,0,0,0,0,0,1
0.181818182,0,0,0,0,0,0,0.25819889,0,0,0.4,0,0.6,0.5,0,0,0,0,1
0.151515152,0,1,0,0,0,0,0.25,0.169398234,1,0.4,0,0.8,0,0,0,0,0,1
0.24137931,0,0,1,1,0,0,0,0,1,1,0,0.144927536,0,0,0,0,0,1
0.24137931,0,0,0,0,0,0,0.707106781,0,1,1,0,0.101449275,0,0,0,0,0,0
0.379310345,0,0,0,0,0,0,0.577350269,0,1,1,0,0.260869565,0,0,0,0,0,0
0.068965517,0,0,0,0,0,0,0.5,0,0,1,0,0.101449275,0,0,0,0,0,1
0.482758621,0,0,0,0,0,0,0.447213595,0,1,1,0,1,0,0,0,0,-0.010416667,0
0.405405405,0,1,1,1,0,0,0,0.414411983,1,0.2,0,0.28125,0,0,0,0,0,0
0.405405405,0,1,0,0,0,0,0.707106781,0.225494997,1,0.4,0,0.375,0,0,0,0,0,1
0,0,0,0,0,0,0,0.577350269,0,0,0.2,0,0.21875,0,0,0,0,0,0
0.243243243,0,0,0,0,0,0,0.5,0,0,0.4,0,0.5625,0,0,0,0,0,1
0.243243243,0,1,0,0,0,0,0.447213595,0.07951637,1,0.2,0,0.84375,0,0,0.111111111,0,0,1
0,0,0,0,0,0,0,0.40824829,0,0,0.2,0,0.15625,0,0,0.111111111,0,0,0
0.405405405,0,1,0,0,0,0,0.377964473,0.308091003,1,0.4,0,0.25,0,0,0,0,-0.111111111,1
0,0,0,0,0,0,0,0.353553391,0,0,0.2,0,0.125,0,0,0.111111111,0,0,0
0,0,0,0,0,0,0,0.333333333,0,0,0.2,0,0.375,0,0,0.111111111,0,0,0
0,0,0,0,0,0,0,0.316227766,0,0,0.4,0,0.21875,0,0,0.111111111,0,0,0
0.081081081,0,0,0,0,0,0,0.301511345,0,0,0.4,0,0.1875,0,0,0,0,-0.090909091,0
0.540540541,0,1,0,0,0,0,0.288675135,0.153201091,1,1,0,0.8125,0,0,0,0,0,0
0.243243243,0,1,0,0,0,0,0.277350098,0.09909198,1,0.4,0,0.34375,1,0,0,0,0,0
0.081081081,0,0,0,0,0,0,0.267261242,0.084500638,0,0.4,0,0.25,0,0,0,0,0,0
0.594594595,1,1,0,0,0,0,0.25819889,0.125819146,1,0.4,1,0,0,0,0,0,-0.025641026,0
0,0,0,0,0,0,0,0.25,0,0,0.4,0,0.03125,0,0,0,0,0,0
0.054054054,1,1,0,0,0,0,0.242535625,0,0,0.4,0,0.28125,0,0,0,0,0,0
0,0,0,0,0,0,0,0.23570226,0,0,0.4,0,0.34375,0,0,0,0,0,0
0,0,0,0,0,0,0,0.229415734,0,0,0.4,0,0.5,0,0,0.111111111,0,0,1
0.324324324,0,0,0,0,0,0,0.223606798,0.053181665,1,0.2,0,1,0,0,0.222222222,0,0,1
0,0,0,0,0,0,0,0.21821789,0,0,0.2,0,0.46875,0,0,0.111111111,0,0,0
0.486486486,0,0,0,0,0,0,0.213200716,0.179169297,1,0.2,0,0.5625,0,0,0,0,0,0
0.185185185,0,1,1,1,0,0,0,0,1,0.333333333,0,0.229508197,0,0,0,0,0,1
0.222222222,1,1,0,0,0,0,0.707106781,0,0,0.666666667,0,0.245901639,0,0,0,0,0,1
0.296296296,0,0,0,0,0,0,0.577350269,0,0,0.333333333,0,0.31147541,0,0,0.125,0,0,1
0.37037037,0,0,0,0,0,0,0.5,0,0,1,0,0.180327869,0,0,0,0,0,1
0.259259259,0,1,0,0,0,0,0.447213595,0,1,0.333333333,0,0.278688525,0,0,0.5,0,-0.074074074,0
0.62962963,0,0,0,0,0,0,0.40824829,0,1,0.333333333,0,0.606557377,0,0,0,0,0,0
0.444444444,0,0,0,0,0,0,0.377964473,0,0,1,0,0.213114754,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.333333333,0,0.163934426,0,0,0,0,0,0
0.333333333,1,1,0,0,0,0,0.333333333,0,1,1,0,0.229508197,0,0,0,0,0,1
0,0,0,0,0,0,0,0.316227766,0,0,0.333333333,0,0.131147541,0,0,0,0,0,0
0.296296296,0,0,0,0,0,0,0.301511345,0,0,1,0,0.704918033,0,0,0.125,0,0,0
0.407407407,0,0,0,0,0,0,0.288675135,0,1,0.666666667,0,1,0,0,0.25,0,0,0
0.545454545,1,0,1,1,0,0,0,0.216040189,1,1,0,0.658536585,0,0,0.4,0,0,1
0.409090909,1,1,0,0,0,0,0.707106781,0,1,0.666666667,0,0.756097561,0,0,0.1,0,-0.022727273,0
0.181818182,0,0,0,0,0,0,0.577350269,0,0,0.333333333,0,0.219512195,0,0,0,0,-0.090909091,0
0.090909091,1,0,0,0,0,0,0.5,0,0,0.666666667,0,0.585365854,0,0,0.2,0,-0.03030303,0
0.272727273,0,1,0,0,0,0,0.447213595,0,1,1,0,0.292682927,0,0,0,0,0,0
0.545454545,0,0,0,0,0,0,0.40824829,0,1,0.666666667,0,0.365853659,0,1,0.1,0,0,0
0.636363636,1,1,0,0,0,0,0.377964473,0,1,0.666666667,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.333333333,0,0.365853659,0,0,0.1,0,0,0
0.454545455,1,1,0,0,0,0,0.333333333,0,1,0.333333333,0,0.56097561,0,0,0.1,0,0,0
0.235294118,1,0,1,0,0,0,0,0.103797461,0,0.75,0,1,0,0,0,0,-0.043478261,1
0.117647059,1,0,0,0,0,0,0.707106781,0.177547671,0,1,0,0.684210526,0,0,0,0,0,1
0.352941176,0,0,0,0,0,0,0.577350269,0.186110621,0,1,0,0.421052632,0,0,0,0,0,0
0.117647059,0,0,0,0,1,0,0,0.052331532,0,0.25,1,0,0.333333333,0,0,0,0,0
0.176470588,1,0,0,0,1,0,0,0.128797157,0,0.75,1,0,0.666666667,0,0,0,0,0
0.235294118,0,0,0,1,0,0,0,0,0,0.5,0,0.631578947,0,0,0.25,0,0,0
0.235294118,0,0,0,0,0,0,0.707106781,0,0,0.25,0,0.473684211,0,0,0,0,0,0
0,0,0,0,0,0,0,0.577350269,0,0,0.25,0,0.157894737,0,0,0,1,0,0
0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.315789474,0,0,0,0,0,0
0.470588235,0,0,0,0,0,0,0.447213595,0,0,0.5,0,0.894736842,0,0,0.5,0,0,0
0,0,0,0,0,0,0,0.40824829,0,0,0.5,0,0.473684211,0,0,0,0,0,0
0.235294118,1,0,0,0,0,0,0.377964473,0,0,0.5,0,0.421052632,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.25,0,0.157894737,0,0,0,0,0,0
0,0,0,0,0,0,0,0.333333333,0,0,0.5,0,0.368421053,0,0,0.25,0,0,0
0.342105263,0,0,1,0,0,0,0,0,1,0.333333333,0,0.244444444,0,0,0,0,0,1
0.5,0,0,0,0,0,0,0.707106781,0,1,1,0,0.822222222,0,0,0,0,0,0
0.526315789,0,0,0,0,0,0,0.577350269,0,1,0.333333333,0,0.4,0,0,0,0,-0.047619048,0
0.368421053,0,0,0,0,0,0,0.5,0,1,0.333333333,0,1,0.5,0,0,0,0,0
0.5,0,0,0,0,1,0,0,0,1,0.666666667,0,0.377777778,0,0,0,0,0,0
0.657894737,0,0,0,0,0,0.40824829,0,0,1,0.666666667,0,0.622222222,0,0,0,0,-0.027777778,0
0.394736842,0,0,0,0,1,0,0,0,1,0.333333333,0,0.466666667,0.5,0,0,0,0,1
0.157894737,0,0,0,0,0,0.301511345,0,0,0,0.666666667,0,0.733333333,0,0,0,0,-0.021276596,0
0.157894737,0,0,0,1,0,0,0,0,0,0.666666667,0,0.266666667,0,0,0,0,0,0
0.421052632,0,0,0,0,0,0,0.707106781,0,1,0.333333333,0,0.355555556,0,0,0,0,0,0
0.634146341,0,0,1,0,0,0,0,0,1,0.142857143,0,0.942857143,0,0,0,0,0,1
0.341463415,1,0,0,0,1,0,0,0,1,0.428571429,0,0.628571429,0,0,0,0,0,1
0,0,0,0,0,0,0.40824829,0,0,0,0.142857143,0,0.628571429,0,0,0,0,-0.03125,1
0.195121951,0,0,0,0,0,0.377964473,0,0,1,0.285714286,0,0.171428571,0.5,0,0,0,0,0
0.56097561,0,0,0,0,1,0,0,0,1,0.285714286,0,0.171428571,0,0,0,0,0,0
0.243902439,1,0,0,0,0,0.301511345,0,0,0,0.428571429,0,0.542857143,0,0,0,0,0,0
0.268292683,0,0,0,0,0,0.288675135,0,0,1,0.428571429,0,0.257142857,0.5,0,0,0,0,0
0.43902439,0,0,0,0,0,0.277350098,0,0,1,1,0,1,0,0,0,0,-0.040816327,0
0.292682927,0,0,0,0,1,0,0,0,0,0.285714286,0,0.942857143,0,0,0,0,-0.023255814,0
0,0,0,0,0,1,0,0,0,0,0.142857143,0,0.314285714,0,0,0,0,-0.076923077,0
0.707317073,1,0,0,0,0,0.19245009,0,0,1,0.571428571,0,0.971428571,0,0,0,0,0,0
0.268292683,0,0,0,1,0,0,0,0,1,0.142857143,0,0.428571429,0,0,0,0,0,0
0.536585366,1,0,0,0,0,0,0.707106781,0,1,0.285714286,0,0.342857143,0,0,0,0,0,0
0.463414634,0,0,0,0,0,0,0.577350269,0,1,0.428571429,0,0.2,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5,0,0,0.428571429,0,0.371428571,0,0,0,0,-0.0625,0
0.731707317,0,0,0,0,0,0,0.447213595,0,1,0.285714286,0,0.428571429,0,0,0,0,0,0
0.195121951,0,0,0,0,0,0,0.40824829,0,0,0.714285714,0,0.371428571,0,0,0,0,0,0
0.195121951,0,0,0,0,0,0,0.377964473,0,0,0.285714286,0,0.171428571,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.142857143,0,0.657142857,0,0,0,0,0,0
0.268292683,0,0,0,0,0,0,0.333333333,0,1,0.428571429,0,0.371428571,0,0,0,0,0,0
0.658536585,0,0,0,0,0,0,0.316227766,0,1,0.285714286,0,0.4,0,0,0,0,0,0
0.552631579,1,0,1,0,0,0,0,0,1,0.5,0,0.424657534,0,0,0,0,-0.023809524,0
0.026315789,1,0,0,0,0,0,0.707106781,0,0,0.5,0,0.260273973,0,0,0,0,0,1
0.315789474,0,1,0,0,1,0,0,0,1,0.5,0,0.191780822,0,0,0,0,0,1
0.342105263,1,0,0,0,1,0,0,0,1,1,0,0.589041096,0,0,0,0,0,0
0.368421053,1,1,0,0,1,0,0,0,1,0.5,0,0.02739726,0,0,0,0,0,0
0.421052632,1,1,0,0,0,0.23570226,0,0,1,0.75,1,0,0,0,0,0,0,0
0.5,0,0,0,0,1,0,0,0,1,0.5,0,0.054794521,0,0,0,0,0,0
0.5,0,0,0,0,0,0.19245009,0,0,1,0.5,0,0.301369863,0,0,0,0,0,0
0.552631579,1,1,0,0,0,0.188982237,0,0,1,0.25,0,0.205479452,0,0,0,0,-0.043478261,0
0.236842105,1,0,0,0,0,0.185695338,0,0,0,0.5,0,0.164383562,0,0,0,0,0,0
0.5,0,0,0,0,0,0.182574186,0,0,1,0.25,0,0.342465753,0,0,0,0,0,0
0.5,0,0,0,0,0,0.179605302,0,0,1,0.25,0,0.136986301,0,0,0,0,0,0
0.315789474,0,1,0,1,0,0,0,0,1,0.5,0,0.02739726,0,0,0,0,0,0
0.315789474,0,1,0,0,0,0,0.707106781,0,1,1,0,1,1,0,0,0,-0.03030303,0
0.3,0,0,1,0,0,0,0,0.109915509,0,1,0,0.788461538,0,0,0.4,0,0,1
0.333333333,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
0.233333333,0,0,0,0,0,0.40824829,0,0,0,1,0,0.461538462,0,0,0.4,0,0,0
0.2,0,0,0,1,0,0,0,0,0,1,0,0.269230769,0,0,0.2,0,0,0
0,0,0,0,0,0,0,0.707106781,0,0,1,0,0.096153846,0,0,0,0,0,0
0.129032258,0,0,1,0,0,0,0,0.154468654,1,0.333333333,0,0.390243902,0,0,0,0,0,1
0.064516129,0,0,0,0,0,0,0.707106781,0,1,0.666666667,0,0.341463415,0,0,0,0,0,0
0.64516129,0,1,0,0,1,0,0,0,0,1,0,0.731707317,0,0,0.222222222,0,0,1
0.451612903,0,0,0,0,0,0.40824829,0,0.186057834,1,0.666666667,0,0.365853659,0,0,0.222222222,0,0,0
0.580645161,0,1,0,0,0,0.377964473,0,0.260121356,1,0.666666667,0,0.243902439,0,0,0,0,0,1
0.580645161,0,1,0,0,0,0.353553391,0,0,0,0.666666667,0,0.56097561,0,0,0.222222222,0,0,0
0.258064516,1,0,0,0,0,0.333333333,0,0,0,1,0,0.268292683,0,0,0.111111111,0,0,1
0.193548387,1,0,0,0,0,0.316227766,0,0.177089343,1,0.666666667,0,0.317073171,0,0,0.222222222,0,0,0
0.161290323,0,1,0,0,0,0.301511345,0,0,1,0.333333333,0,0.170731707,0,0,0,0,0,1
0.161290323,0,1,0,0,1,0,0,0,1,0.666666667,0,0.731707317,0,0,0,0,0,0
0.322580645,0,0,0,1,0,0,0,0,1,0.666666667,0,1,0,0,0,0,-0.018518519,0
0,0,0,0,0,0,0,0.707106781,0,0,0.666666667,0,0.243902439,0,0,0,0,-0.071428571,0
0.285714286,0,0,1,1,0,0,0,0.323316565,0,1,0,0.52,0,0,0,0,0,1
0,0,0,0,0,0,0,0.707106781,0.112186117,0,1,0,0.52,0,0,0,0,0,0
0.285714286,0,0,0,0,0,0,0.577350269,0,0,0.5,0,0.68,0,0,0,0,0,0
0.523809524,0,0,0,0,0,0,0.5,0,0,0.5,0,0.56,0,0,0,0,0,1
0.476190476,0,0,0,0,0,0,0.447213595,0,0,0.5,0,1,0,0,0,0,0,0
0.19047619,0,0,0,0,0,0,0.40824829,0,0,1,0,0.16,0,0,0,0,0,0
0.238095238,0,0,0,0,0,0,0.377964473,0,0,1,0,0.32,0,0,0,0,0,1
0.481012658,0,0,1,0,0,0,0,0,0,0.555555556,0,0.25,0,0,0,0,0,1
0.164556962,0,0,0,0,0,0,0.707106781,0,0,0.333333333,0,0.25,0,0,0,0,0,0
0.088607595,0,0,0,0,0,0,0.577350269,0,0,0.333333333,0,0.34375,0,0,0,0,0,0
0.556962025,0,0,0,0,1,0,0,0,0,0.777777778,0,0.46875,0,0,0,0,0,0
0.481012658,0,0,0,0,0,0.40824829,0,0,0,0.555555556,0,0.40625,0,0,0,0,0,0
0.556962025,0,0,0,0,0,0.377964473,0,0.199600923,0,0.555555556,0,0.8125,0,0,0,0,-0.025641026,0
0,0,0,0,0,0,0.353553391,0,0,0,0.222222222,0,0.09375,0,0,0,0,0,0
0.417721519,0,0,0,0,0,0.333333333,0,0,0,0.444444444,0,0.28125,0,0,0.05,0,0,0
0.53164557,0,0,0,0,0,0.316227766,0,0,0,0.333333333,0,0.28125,0,0,0,0,0,0
0.164556962,0,0,0,0,0,0.301511345,0,0,0,0.444444444,0,0.625,1,0,0,0,0,1
0.620253165,0,0,0,0,0,0.288675135,0,0,0,0.333333333,0,0.96875,0,0,0.1,0,0,0
0,0,0,0,0,0,0.277350098,0,0,0,0.333333333,0,0.1875,0,0,0,0,0,0
0.151898734,0,0,0,0,0,0.267261242,0,0,0,0.222222222,0,0.21875,0,0,0,0,0,1
0.506329114,0,0,0,0,0,0.25819889,0,0,0,0.444444444,0,0.5625,0,0,0,0,0,0
0.088607595,0,0,0,0,0,0.25,0,0,0,0.333333333,0,0.375,0,0,0,0,0,0
0.417721519,0,0,0,0,0,0.242535625,0,0,0,0.111111111,0,0.59375,0,0,0.05,0,0,1
0.53164557,0,0,0,0,0,0.23570226,0,0,0,0.666666667,0,0.3125,0,0,0.05,0,0,0
0.417721519,0,0,0,0,0,0.229415734,0,0,0,0.111111111,0,0.4375,0,0,0.1,0,0,0
0.417721519,0,0,0,0,0,0.223606798,0,0,0,0.333333333,0,0.4375,0,0,0,0,0,0
0.493670886,0,0,0,0,0,0.21821789,0,0,0,0.111111111,0,0.75,0,0,0,0,0,0
0.417721519,0,0,0,0,0,0.213200716,0,0,0,0.555555556,0,0.1875,0,0,0,0,0,0
0.506329114,0,0,0,0,0,0.208514414,0,0,0,0.444444444,0,0.375,0,0,0.1,0,0,0
0.417721519,0,0,0,0,0,0.204124145,0,0,0,0.777777778,0,0.15625,0,0,0,0,0,0
0.632911392,0,0,0,0,0,0.2,0,0,0,0.333333333,0,0.9375,0,0,0,0,0,0
0.493670886,0,0,0,0,0,0.196116135,0,0,0,0.555555556,0,0.3125,0,0,0.05,0,0,0
0.417721519,0,0,0,0,0,0.19245009,0,0,0,0.222222222,0,0.4375,0,0,0.1,0,0,0
0.53164557,0,0,0,0,0,0.188982237,0,0,0,0.444444444,0,0.65625,0,0,0,0,0,1
0.53164557,0,0,0,0,0,0.185695338,0,0,0,0.222222222,0,0.34375,0,0,0,0,0,0
0.53164557,0,0,0,0,0,0.182574186,0,0,0,0.111111111,0,0.3125,0,0,0.1,0,0,0
0,0,0,0,0,0,0.179605302,0,0,0,0.333333333,0,0.40625,0,0,0.05,0,0,0
0,0,0,0,0,0,0.176776695,0,0,0,0.333333333,0,0.125,0,0,0.05,0,0,0
0.455696203,0,0,0,0,0,0.174077656,0,0,0,0.222222222,0,0.625,0,0,0,0,-0.04,1
0.53164557,0,0,0,0,0,0.171498585,0,0,0,0.222222222,0,1,0,0,0.1,0,0,0
0.417721519,0,0,0,0,0,0.169030851,0,0,0,0.333333333,0,0.28125,0,0,0,0,0,0
0.417721519,0,0,0,0,0,0.166666667,0,0,0,0.555555556,0,0.4375,0,0,0,0,0,0
0.506329114,0,0,0,0,0,0.164398987,0,0,0,1,0,0.71875,0,0,0,0,0,0
0.53164557,0,0,0,0,0,0.162221421,0,0,0,0.444444444,0,0.65625,0,0,0,0,0,0
0.417721519,0,0,0,0,0,0.160128154,0,0,0,0.444444444,0,0.34375,0,0,0.05,0,0,0
0.506329114,0,0,0,0,0,0.158113883,0,0,0,0.444444444,0,0.4375,0,0,0.05,0,0,0
0,0,0,0,0,0,0.156173762,0,0,0,0.111111111,0,0.25,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0.666666667,0,0.3125,0,0,0,0,0,0
0.417721519,0,0,0,0,0,0,0.707106781,0,0,0.444444444,0,0.28125,0,0,0,0,0,0
0.544303797,0,0,0,0,0,0,0.577350269,0,0,0.666666667,0,0.875,0,0,0,0,-0.025,0
0.088607595,0,0,0,0,0,0,0.5,0,0,0.333333333,0,0.3125,0,0,0,0,0,0
0.53164557,0,0,0,0,0,0,0.447213595,0,0,0.777777778,0,0.34375,0,0,0,0,0,0
0.366666667,1,0,1,0,0,0,0,0,1,0.333333333,0,0.512195122,0,0,0,0,0,1
0.3,0,0,0,0,0,0,0.707106781,0,1,0.333333333,0,0.243902439,1,0,0,0,0,1
0.233333333,0,0,0,0,0,0,0.577350269,0,0,0.333333333,0,0.829268293,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0.5,0,1,0.333333333,0,1,0,0,0.2,0,0,0
0.533333333,0,0,0,0,0,0,0.447213595,0,1,0.333333333,0,0.317073171,0,0,0.133333333,0,0,0
0.166666667,0,0,0,0,0,0,0.40824829,0,0,0.666666667,0,0.048780488,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0.377964473,0,1,0.333333333,0,0.43902439,0,0,0.133333333,0,0,0
0.3,0,0,0,0,0,0,0.353553391,0,1,0.666666667,0,0.146341463,0,0,0.133333333,0,0,1
0.4,0,0,0,0,0,0,0.333333333,0,1,0.333333333,0,0.12195122,0,0,0.066666667,0,0,0
0.366666667,1,0,0,0,0,0,0.316227766,0,1,1,0,0.731707317,0,0,0.2,0,0,0
0.4,0,0,0,1,0,0,0,0,1,0.333333333,0,0.146341463,0,0,0.133333333,0,0,0
0.16,0,0,1,1,0,0,0,0,1,1,0,0.141304348,0,0,0,0,0,0
0,0,0,0,0,0,0,0.707106781,0,0,1,0,0.119565217,0,0,0,0,0,1
0.08,1,0,0,0,0,0,0.577350269,0,0,1,0,0.130434783,0,0,0.5,0,0,0
0.36,0,0,0,0,0,0,0.5,0,1,1,0,1,1,0,0.5,0,-0.0078125,0
0.2,1,0,0,0,0,0,0.447213595,0,1,1,0,0.380434783,0,0,0,0,0,1
0.32,0,0,0,0,0,0,0.40824829,0,1,1,0,0.27173913,0,0,0,0,0,1
0.3125,0,0,1,0,0,0,0,0,1,0.1,0,0.25,0,0,0,0,0,1
0.354166667,1,0,0,0,0,0,0.707106781,0,1,0.3,0,0.607142857,0,0,0,0,0,0
0.416666667,0,0,0,0,0,0,0.577350269,0,1,0.6,0,0.428571429,0,0,0,0,0,1
0.3125,0,0,0,0,0,0,0.5,0,1,0.2,0,0.392857143,0,0,0,0,0,0
0.354166667,1,0,0,0,0,0,0.447213595,0,1,0.4,0,0.857142857,0,0,0,0,0,0
0.3125,0,0,0,0,0,0,0.40824829,0,1,0.3,0,0.214285714,0,0,0,0,0,0
0.3125,0,0,0,0,0,0,0.377964473,0,1,0.3,0,0.357142857,0,0,0,0,0,0
0.3125,0,0,0,0,0,0,0.353553391,0,1,0.3,0,0.785714286,0,0,0,0,0,0
0.3125,0,0,0,0,0,0,0.333333333,0,1,0.1,0,0.357142857,0,0,0,0,0,0
0.354166667,1,0,0,0,0,0,0.316227766,0,1,0.4,0,0.25,0,0,0.166666667,0,0,0
0.3125,0,0,0,0,0,0,0.301511345,0,1,0.3,0,1,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0.288675135,0,0,0.2,0,0.785714286,0,0,0,0,0,1
0.166666667,0,0,0,0,0,0,0.277350098,0,0,0.4,0,0.642857143,0,0,0,0,-0.035714286,0
0.4375,0,0,0,0,0,0,0.267261242,0,1,0.6,0,0.678571429,0,0,0,0,0,1
0,0,0,0,0,0,0,0.25819889,0,0,0.3,0,0.357142857,0,0,0,0,0,0
0.416666667,0,0,0,0,0,0,0.25,0,1,0.7,0,0.321428571,0,0,0,0,0,0
0.104166667,0,0,0,0,0,0,0.242535625,0,0,0.7,0,0.321428571,0,0,0.166666667,0,0,1
0.416666667,0,0,0,0,0,0,0.23570226,0,1,0.5,0,0.821428571,0,0,0,0,0,0
0,0,0,0,0,0,0,0.229415734,0,0,0.6,0,0.5,0,0,0,0,0,0
0.125,0,0,0,0,0,0,0.223606798,0,0,0.5,0,0.464285714,0,0,0,0,0,0
0.104166667,0,0,0,0,0,0,0.21821789,0,0,1,0,0.321428571,0,0,0,0,0,0
0.104166667,0,0,0,0,0,0,0.213200716,0,0,0.3,0,0.5,0,0,0,1,0,0
0.1875,0,0,0,0,0,0,0.208514414,0,0,0.6,0,0.821428571,0,0,0,0,0,0
0.0625,0,0,0,0,0,0,0.204124145,0,0,0.4,0,0.392857143,0,0,0,0,0,0
0.479166667,0,0,0,0,0,0,0.2,0,1,0.2,0,0.321428571,0.5,0,0,0,0,0
